id,artists,duration_ms,name,popularity,music_composer,release_date,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
3ywjIbXWgG5Vjom6zhA2aP,"Anirudh Ravichander, Mohit Chauhan, Shreya Ghoshal",312280,Velicha Poove,46,Anirudh Ravichander,2012-12-15,Ethir Neechal (Original Motion Picture Soundtrack),0.526,0.701,5,-6.574,0,0.0552,0.444,2.74e-06,0.0883,0.683,79.744,audio_features,spotify:track:3ywjIbXWgG5Vjom6zhA2aP,https://api.spotify.com/v1/tracks/3ywjIbXWgG5Vjom6zhA2aP,https://api.spotify.com/v1/audio-analysis/3ywjIbXWgG5Vjom6zhA2aP,312280,4
35cs2sZ24XIGequNBXfdpv,"Anirudh Ravichander, Vivek Siva",101133,Un Paarvayil,43,Anirudh Ravichander,2012-12-15,Ethir Neechal (Original Motion Picture Soundtrack),0.562,0.673,7,-8.184,0,0.0679,0.457,0.0299,0.109,0.319,95.075,audio_features,spotify:track:35cs2sZ24XIGequNBXfdpv,https://api.spotify.com/v1/tracks/35cs2sZ24XIGequNBXfdpv,https://api.spotify.com/v1/audio-analysis/35cs2sZ24XIGequNBXfdpv,101133,4
7jUczfUWKAfcKSQP2N8ugb,"Anirudh Ravichander, Dhanush, Velmurugan",274426,Local Boys,44,Anirudh Ravichander,2012-12-15,Ethir Neechal (Original Motion Picture Soundtrack),0.68,0.86,1,-4.061,1,0.0497,0.0182,0.0,0.563,0.565,90.015,audio_features,spotify:track:7jUczfUWKAfcKSQP2N8ugb,https://api.spotify.com/v1/tracks/7jUczfUWKAfcKSQP2N8ugb,https://api.spotify.com/v1/audio-analysis/7jUczfUWKAfcKSQP2N8ugb,274427,4
1qfanYrmrh7xDSvt15acZ3,Karthik,354240,Oru Maalai,52,Harris Jayaraj,2005,Ghajini (Original Motion Picture Soundtrack),0.805,0.742,0,-6.366,0,0.0396,0.0578,0.000482,0.361,0.717,111.981,audio_features,spotify:track:1qfanYrmrh7xDSvt15acZ3,https://api.spotify.com/v1/tracks/1qfanYrmrh7xDSvt15acZ3,https://api.spotify.com/v1/audio-analysis/1qfanYrmrh7xDSvt15acZ3,354240,4
63WgGLkrg0c4i6BQHloXvh,Anupama,290880,Rahathulla,35,Harris Jayaraj,2005,Ghajini (Original Motion Picture Soundtrack),0.813,0.897,11,-5.938,0,0.079,0.0549,0.000476,0.0705,0.897,116.988,audio_features,spotify:track:63WgGLkrg0c4i6BQHloXvh,https://api.spotify.com/v1/tracks/63WgGLkrg0c4i6BQHloXvh,https://api.spotify.com/v1/audio-analysis/63WgGLkrg0c4i6BQHloXvh,290880,4
6wVOOB9VyG0udgj4xhYWhq,"Shankar Mahadevan, Sujatha",266040,Rangola,44,Harris Jayaraj,2005,Ghajini (Original Motion Picture Soundtrack),0.796,0.89,4,-7.742,0,0.0788,0.074,7.95e-06,0.0426,0.965,112.043,audio_features,spotify:track:6wVOOB9VyG0udgj4xhYWhq,https://api.spotify.com/v1/tracks/6wVOOB9VyG0udgj4xhYWhq,https://api.spotify.com/v1/audio-analysis/6wVOOB9VyG0udgj4xhYWhq,266040,4
6wdyJnmcSeBXUyR6H5gGKd,"Sriram Parthasarathy, Bombay Jayashri",318600,Suttum Vizhi,50,Harris Jayaraj,2005,Ghajini (Original Motion Picture Soundtrack),0.789,0.592,7,-7.063,0,0.0501,0.0808,0.00079,0.084,0.946,96.969,audio_features,spotify:track:6wdyJnmcSeBXUyR6H5gGKd,https://api.spotify.com/v1/tracks/6wdyJnmcSeBXUyR6H5gGKd,https://api.spotify.com/v1/audio-analysis/6wdyJnmcSeBXUyR6H5gGKd,318600,4
0IGOZFrtfCw3IdkkMpYzwP,"Mathangi, Nakul",252720,X-Machi,30,Harris Jayaraj,2005,Ghajini (Original Motion Picture Soundtrack),0.9,0.857,0,-7.738,0,0.0754,0.196,6.25e-05,0.119,0.627,121.996,audio_features,spotify:track:0IGOZFrtfCw3IdkkMpYzwP,https://api.spotify.com/v1/tracks/0IGOZFrtfCw3IdkkMpYzwP,https://api.spotify.com/v1/audio-analysis/0IGOZFrtfCw3IdkkMpYzwP,252720,4
6dZCuf6SGn2rh9q94JBLlv,"Yuvan Shankar Raja, Ajesh Ashok, Andrea Jeremiah",284480,Idhu Varai,55,Yuvan Shankar Raja,2010-01-01,Goa (Original Motion Picture Soundtrack),0.67,0.517,5,-6.963,0,0.039,0.481,2.49e-05,0.217,0.615,77.514,audio_features,spotify:track:6dZCuf6SGn2rh9q94JBLlv,https://api.spotify.com/v1/tracks/6dZCuf6SGn2rh9q94JBLlv,https://api.spotify.com/v1/audio-analysis/6dZCuf6SGn2rh9q94JBLlv,284480,4
5jXrULyYKHjkAMk4TXZFoG,Yuvan Shankar Raja,87133,Kaadhal Endral,51,Yuvan Shankar Raja,2010-01-01,Goa (Original Motion Picture Soundtrack),0.638,0.324,0,-7.787,0,0.0321,0.923,3.35e-05,0.151,0.446,129.932,audio_features,spotify:track:5jXrULyYKHjkAMk4TXZFoG,https://api.spotify.com/v1/tracks/5jXrULyYKHjkAMk4TXZFoG,https://api.spotify.com/v1/audio-analysis/5jXrULyYKHjkAMk4TXZFoG,87133,4
6zRHBHOOOD1jDb85ilF8bR,"Yuvan Shankar Raja, Benny Dayal, Mamta Mohandas",284400,Idai Vazhi,21,Yuvan Shankar Raja,2010-01-01,Goa (Original Motion Picture Soundtrack),0.756,0.84,6,-5.21,1,0.0489,0.222,0.0261,0.273,0.801,144.987,audio_features,spotify:track:6zRHBHOOOD1jDb85ilF8bR,https://api.spotify.com/v1/tracks/6zRHBHOOOD1jDb85ilF8bR,https://api.spotify.com/v1/audio-analysis/6zRHBHOOOD1jDb85ilF8bR,284400,4
6bJHu2TZCO7TPZ7YOTgdlQ,"G. V. Prakash, Saindhavi",349657,Iravaaga Nee,43,G. V. Prakash,2015-04-06,Idu Enna Maayam (Original Motion Picture Soundtrack),0.327,0.367,1,-10.027,0,0.039,0.897,3.65e-06,0.386,0.274,94.965,audio_features,spotify:track:6bJHu2TZCO7TPZ7YOTgdlQ,https://api.spotify.com/v1/tracks/6bJHu2TZCO7TPZ7YOTgdlQ,https://api.spotify.com/v1/audio-analysis/6bJHu2TZCO7TPZ7YOTgdlQ,349658,4
31NoCFjAmXENOJuPrPwmi7,"G. V. Prakash, Harini",253840,Irukkiraai,30,G. V. Prakash,2015-04-06,Idu Enna Maayam (Original Motion Picture Soundtrack),0.615,0.779,9,-4.087,0,0.0383,0.84,0.161,0.17,0.462,129.992,audio_features,spotify:track:31NoCFjAmXENOJuPrPwmi7,https://api.spotify.com/v1/tracks/31NoCFjAmXENOJuPrPwmi7,https://api.spotify.com/v1/audio-analysis/31NoCFjAmXENOJuPrPwmi7,253841,4
3GKKpDPycK1kD2izQ06JW3,G. V. Prakash,89196,A Walk to Remember Theme,18,G. V. Prakash,2015-04-06,Idu Enna Maayam (Original Motion Picture Soundtrack),0.493,0.457,2,-7.013,0,0.0332,0.0519,0.00185,0.118,0.212,60.05,audio_features,spotify:track:3GKKpDPycK1kD2izQ06JW3,https://api.spotify.com/v1/tracks/3GKKpDPycK1kD2izQ06JW3,https://api.spotify.com/v1/audio-analysis/3GKKpDPycK1kD2izQ06JW3,89196,4
0isq7Db3QPV3NaSLoiwYGa,"Santhosh Narayanan, Meenakshi, Dhee",226285,Dhushta,18,Santhosh Narayanan,2016-04-15,Iraivi (Original Motion Picture Soundtrack),0.746,0.649,0,-7.257,1,0.0748,0.177,0.00129,0.106,0.366,139.936,audio_features,spotify:track:0isq7Db3QPV3NaSLoiwYGa,https://api.spotify.com/v1/tracks/0isq7Db3QPV3NaSLoiwYGa,https://api.spotify.com/v1/audio-analysis/0isq7Db3QPV3NaSLoiwYGa,226286,4
5noVwKll5GgaVE7oyrVPM7,"Santhosh Narayanan, Brinda, Ananthu",295500,Manidhi,28,Santhosh Narayanan,2016-04-15,Iraivi (Original Motion Picture Soundtrack),0.496,0.437,9,-11.748,1,0.0315,0.253,0.000175,0.152,0.195,100.069,audio_features,spotify:track:5noVwKll5GgaVE7oyrVPM7,https://api.spotify.com/v1/tracks/5noVwKll5GgaVE7oyrVPM7,https://api.spotify.com/v1/audio-analysis/5noVwKll5GgaVE7oyrVPM7,295500,4
3GiJBHaArzweXqfH2BUdrt,Sean Roldan,183068,Vaa Machaney,37,Santhosh Narayanan,2016-01-04,Irudhi Suttru,0.917,0.528,11,-7.384,0,0.135,0.681,4.3e-05,0.095,0.936,130.049,audio_features,spotify:track:3GiJBHaArzweXqfH2BUdrt,https://api.spotify.com/v1/tracks/3GiJBHaArzweXqfH2BUdrt,https://api.spotify.com/v1/audio-analysis/3GiJBHaArzweXqfH2BUdrt,183069,4
2UwM1cFgYjQ4U1ntbu6vKl,Dhee,251340,Ey Sandakaara,49,Santhosh Narayanan,2016-01-04,Irudhi Suttru,0.743,0.232,0,-9.646,0,0.0784,0.581,4.89e-06,0.181,0.646,139.994,audio_features,spotify:track:2UwM1cFgYjQ4U1ntbu6vKl,https://api.spotify.com/v1/tracks/2UwM1cFgYjQ4U1ntbu6vKl,https://api.spotify.com/v1/audio-analysis/2UwM1cFgYjQ4U1ntbu6vKl,251340,3
3ntyAlz0WagkK3gdag2dFg,Dhee,191423,Usuru Narambulay,47,Santhosh Narayanan,2016-01-04,Irudhi Suttru,0.629,0.223,5,-7.079,0,0.0294,0.924,1.91e-06,0.113,0.123,106.954,audio_features,spotify:track:3ntyAlz0WagkK3gdag2dFg,https://api.spotify.com/v1/tracks/3ntyAlz0WagkK3gdag2dFg,https://api.spotify.com/v1/audio-analysis/3ntyAlz0WagkK3gdag2dFg,191423,4
3gG9hw4A7sWQP6sdNGJvEA,"Anirudh Ravichander, Radha Ravi",262244,Shoot the Kuruvi,33,Vishal Chandrashekhar,2015-11-10,Jil Jung Juk - EP (Original Motion Picture Soundtrack),0.697,0.566,4,-5.668,0,0.0635,0.24,0.0,0.432,0.488,120.017,audio_features,spotify:track:3gG9hw4A7sWQP6sdNGJvEA,https://api.spotify.com/v1/tracks/3gG9hw4A7sWQP6sdNGJvEA,https://api.spotify.com/v1/audio-analysis/3gG9hw4A7sWQP6sdNGJvEA,262245,4
2c6rnsy1FWN5fLVs7yInzf,"Santhosh Narayanan, Sean Roldan, Vishal Chandrashekhar",216004,Red Road-U,25,Vishal Chandrashekhar,2015-11-10,Jil Jung Juk - EP (Original Motion Picture Soundtrack),0.823,0.715,11,-8.019,0,0.0698,0.416,0.000138,0.341,0.811,114.99,audio_features,spotify:track:2c6rnsy1FWN5fLVs7yInzf,https://api.spotify.com/v1/tracks/2c6rnsy1FWN5fLVs7yInzf,https://api.spotify.com/v1/audio-analysis/2c6rnsy1FWN5fLVs7yInzf,216004,4
7MzzSVtA1k4pbpIZ3YRzfJ,Andrea Jeremiah,253124,Casanova,18,Vishal Chandrashekhar,2015-11-10,Jil Jung Juk - EP (Original Motion Picture Soundtrack),0.608,0.375,7,-9.66,0,0.0551,0.613,6.35e-05,0.123,0.144,123.859,audio_features,spotify:track:7MzzSVtA1k4pbpIZ3YRzfJ,https://api.spotify.com/v1/tracks/7MzzSVtA1k4pbpIZ3YRzfJ,https://api.spotify.com/v1/audio-analysis/7MzzSVtA1k4pbpIZ3YRzfJ,253124,4
5XT7693mrRUFnMQWYkuzeQ,"Devan Ekambaram, Naresh Iyer, Mano, Dr. Burn, Shiva Chidambaram, Uma Shankar",301680,Sirikkiren,12,Devan Ekambaram,2010-04-18,Bale Pandiya (Original Motion Picture Soundtrack),0.498,0.899,3,-4.558,0,0.235,0.193,5.8e-06,0.275,0.742,170.038,audio_features,spotify:track:5XT7693mrRUFnMQWYkuzeQ,https://api.spotify.com/v1/tracks/5XT7693mrRUFnMQWYkuzeQ,https://api.spotify.com/v1/audio-analysis/5XT7693mrRUFnMQWYkuzeQ,301680,4
190TUnpFiBKdbeLf9nbZg0,"Devan Ekambaram, Haricharan, Naresh Iyer, Naveen Madhav, Paravai Muniyamma, Malaysia Vasudevan, Ranjith Govind, Aalaap Raju, Raqueeb Alam, Anuradha Sriram, Srinivas, Velmurugan, Manikka Vinayagam, Mukesh, Malgudi Subha, Divya Vijay, Anitha Karthikeyan, Suchitra, Vijay Yesudas, Rahul Nambiar",295986,Happy,7,Devan Ekambaram,2010-04-18,Bale Pandiya (Original Motion Picture Soundtrack),0.779,0.317,11,-6.559,1,0.0414,0.765,0.0,0.128,0.672,134.782,audio_features,spotify:track:190TUnpFiBKdbeLf9nbZg0,https://api.spotify.com/v1/tracks/190TUnpFiBKdbeLf9nbZg0,https://api.spotify.com/v1/audio-analysis/190TUnpFiBKdbeLf9nbZg0,295987,4
1kuuB0bckiyykhksFde8V3,"Devan Ekambaram, Raman Mahadevan, Mahalakshmi Iyer",286533,Aaradha Kobam,8,Devan Ekambaram,2010-04-18,Bale Pandiya (Original Motion Picture Soundtrack),0.574,0.652,7,-6.724,1,0.0391,0.259,1.8e-06,0.537,0.54,160.019,audio_features,spotify:track:1kuuB0bckiyykhksFde8V3,https://api.spotify.com/v1/tracks/1kuuB0bckiyykhksFde8V3,https://api.spotify.com/v1/audio-analysis/1kuuB0bckiyykhksFde8V3,286533,4
2e07nHtDYpVwBTmupQCi6O,"Devan Ekambaram, Unnikrishnan, Mrinalini",244253,Kangaley Kamalayam,4,Devan Ekambaram,2010-04-18,Bale Pandiya (Original Motion Picture Soundtrack),0.538,0.562,8,-6.182,1,0.0377,0.664,0.0,0.149,0.349,144.769,audio_features,spotify:track:2e07nHtDYpVwBTmupQCi6O,https://api.spotify.com/v1/tracks/2e07nHtDYpVwBTmupQCi6O,https://api.spotify.com/v1/audio-analysis/2e07nHtDYpVwBTmupQCi6O,244253,5
0tO6U02GscVBi7qLHhBsSJ,"S. P. Balasubrahmanyam, K. S. Chithra",322466,Style-U Style-U Dhaan Idhu Super,29,Deva,1995-12-01,Baasha (Tamil) (Original Motion Picture Soundtrack),0.759,0.827,11,-8.793,0,0.138,0.123,0.000178,0.096,0.758,67.535,audio_features,spotify:track:0tO6U02GscVBi7qLHhBsSJ,https://api.spotify.com/v1/tracks/0tO6U02GscVBi7qLHhBsSJ,https://api.spotify.com/v1/audio-analysis/0tO6U02GscVBi7qLHhBsSJ,322467,4
1iz465TA19pskgGRV0sStX,"S. P. Balasubrahmanyam, K. S. Chithra",315986,Azhagu Azhagu Nee Nadanthal,34,Deva,1995-12-01,Baasha (Tamil) (Original Motion Picture Soundtrack),0.728,0.677,7,-8.64,1,0.065,0.445,2.64e-05,0.0853,0.738,86.257,audio_features,spotify:track:1iz465TA19pskgGRV0sStX,https://api.spotify.com/v1/tracks/1iz465TA19pskgGRV0sStX,https://api.spotify.com/v1/audio-analysis/1iz465TA19pskgGRV0sStX,315987,4
4Vc2WdxSMPOlfbMVU79YVD,"Nikkil Mathew, Chinmayi, Sadhana Sargam",284373,Enadhuyire,39,Harris Jayaraj,2013-04-09,Bheema (Original Motion Picture Soundtrack),0.661,0.641,10,-7.039,0,0.0331,0.274,1.61e-05,0.0673,0.538,119.996,audio_features,spotify:track:4Vc2WdxSMPOlfbMVU79YVD,https://api.spotify.com/v1/tracks/4Vc2WdxSMPOlfbMVU79YVD,https://api.spotify.com/v1/audio-analysis/4Vc2WdxSMPOlfbMVU79YVD,284373,4
0YWCTLbJAvtKzubyysDp1w,"Karthik, Harini",296426,Siru Paarvayale,19,Harris Jayaraj,2013-04-09,Bheema (Original Motion Picture Soundtrack),0.764,0.763,2,-5.719,1,0.0452,0.189,5.5e-05,0.127,0.682,108.017,audio_features,spotify:track:0YWCTLbJAvtKzubyysDp1w,https://api.spotify.com/v1/tracks/0YWCTLbJAvtKzubyysDp1w,https://api.spotify.com/v1/audio-analysis/0YWCTLbJAvtKzubyysDp1w,296427,4
0nYQxYQc1Rm4aPGZWCdydY,"Prasanna.R, Hariharan, Mahathi",343333,Mudhal Mazhai,40,Harris Jayaraj,2013-04-09,Bheema (Original Motion Picture Soundtrack),0.801,0.513,10,-7.826,0,0.0365,0.231,0.00855,0.0735,0.581,113.988,audio_features,spotify:track:0nYQxYQc1Rm4aPGZWCdydY,https://api.spotify.com/v1/tracks/0nYQxYQc1Rm4aPGZWCdydY,https://api.spotify.com/v1/audio-analysis/0nYQxYQc1Rm4aPGZWCdydY,343333,4
4uo4CKDQXhsh83D3SELB87,"Hariharan, Madhushree",359320,Ragasiya Kanavugal,31,Harris Jayaraj,2013-04-09,Bheema (Original Motion Picture Soundtrack),0.735,0.687,2,-6.947,1,0.0355,0.388,0.000337,0.11,0.822,132.936,audio_features,spotify:track:4uo4CKDQXhsh83D3SELB87,https://api.spotify.com/v1/tracks/4uo4CKDQXhsh83D3SELB87,https://api.spotify.com/v1/audio-analysis/4uo4CKDQXhsh83D3SELB87,359320,4
170FDLIeaq89cMUbj5YDnH,"Sunitha Sarathy, Febi Mani",281573,Dhoothu Varuma,36,Harris Jayaraj,2003-09-27,Kaakha Kaakha (Original Motion Picture Soundtrack),0.645,0.947,2,-4.441,1,0.0788,0.0883,2.23e-06,0.216,0.69,147.947,audio_features,spotify:track:170FDLIeaq89cMUbj5YDnH,https://api.spotify.com/v1/tracks/170FDLIeaq89cMUbj5YDnH,https://api.spotify.com/v1/audio-analysis/170FDLIeaq89cMUbj5YDnH,281573,4
1M2x5Qu14L6B3rHHq37EiN,"Tippu, Salinisingh, Timmy",356040,Ennai Konjum,43,Harris Jayaraj,2003-09-27,Kaakha Kaakha (Original Motion Picture Soundtrack),0.843,0.726,9,-5.966,0,0.0345,0.128,1.71e-05,0.177,0.837,113.997,audio_features,spotify:track:1M2x5Qu14L6B3rHHq37EiN,https://api.spotify.com/v1/tracks/1M2x5Qu14L6B3rHHq37EiN,https://api.spotify.com/v1/audio-analysis/1M2x5Qu14L6B3rHHq37EiN,356040,4
6APAPsBCutqTFJ9OFTbeCa,Bombay Jayashri,306626,Ondra Renda,50,Harris Jayaraj,2003-09-27,Kaakha Kaakha (Original Motion Picture Soundtrack),0.642,0.562,9,-9.304,0,0.0607,0.584,0.0,0.104,0.671,149.82,audio_features,spotify:track:6APAPsBCutqTFJ9OFTbeCa,https://api.spotify.com/v1/tracks/6APAPsBCutqTFJ9OFTbeCa,https://api.spotify.com/v1/audio-analysis/6APAPsBCutqTFJ9OFTbeCa,306627,4
4RoQxXt8eSKeSFmhxLXu3x,Karthik,279466,Oru Ooril,37,Harris Jayaraj,2003-09-27,Kaakha Kaakha (Original Motion Picture Soundtrack),0.594,0.633,2,-6.721,1,0.153,0.281,0.0,0.0559,0.757,169.779,audio_features,spotify:track:4RoQxXt8eSKeSFmhxLXu3x,https://api.spotify.com/v1/tracks/4RoQxXt8eSKeSFmhxLXu3x,https://api.spotify.com/v1/audio-analysis/4RoQxXt8eSKeSFmhxLXu3x,279467,4
7LuYc1yBvfvvLC1O7Ng4v4,"KK, K. S. Chithra",321426,Uyirin Uyire,48,Harris Jayaraj,2003-09-27,Kaakha Kaakha (Original Motion Picture Soundtrack),0.689,0.805,4,-8.496,0,0.058,0.485,1.46e-06,0.142,0.834,135.528,audio_features,spotify:track:7LuYc1yBvfvvLC1O7Ng4v4,https://api.spotify.com/v1/tracks/7LuYc1yBvfvvLC1O7Ng4v4,https://api.spotify.com/v1/audio-analysis/7LuYc1yBvfvvLC1O7Ng4v4,321427,4
3gJbCMoDT9rUmPS1GPd6kn,"Santhosh Narayanan, Pradeep Kumar, Dhee, Ananthu",289853,Kannamma,53,Santhosh Narayanan,2018-05-09,Kaala (Tamil) (Original Motion Picture Soundtrack),0.585,0.271,4,-12.56,0,0.0413,0.744,0.00137,0.168,0.438,124.895,audio_features,spotify:track:3gJbCMoDT9rUmPS1GPd6kn,https://api.spotify.com/v1/tracks/3gJbCMoDT9rUmPS1GPd6kn,https://api.spotify.com/v1/audio-analysis/3gJbCMoDT9rUmPS1GPd6kn,289853,3
0Q91RObWeMImG720WDgHq4,"Santhosh Narayanan, Dopeadelicz",209880,Poraaduvom,27,Santhosh Narayanan,2018-05-09,Kaala (Tamil) (Original Motion Picture Soundtrack),0.72,0.544,5,-6.857,1,0.311,0.0501,0.0,0.0271,0.622,89.973,audio_features,spotify:track:0Q91RObWeMImG720WDgHq4,https://api.spotify.com/v1/tracks/0Q91RObWeMImG720WDgHq4,https://api.spotify.com/v1/audio-analysis/0Q91RObWeMImG720WDgHq4,209880,4
5qn6YDWxmMbW31AOzts8aF,"Santhosh Narayanan, Yogi B",70000,Kaala (Tamil) Teaser Theme,35,Santhosh Narayanan,2018-05-09,Kaala (Tamil) (Original Motion Picture Soundtrack),0.527,0.722,2,-5.196,1,0.0983,0.00165,0.0156,0.115,0.453,79.848,audio_features,spotify:track:5qn6YDWxmMbW31AOzts8aF,https://api.spotify.com/v1/tracks/5qn6YDWxmMbW31AOzts8aF,https://api.spotify.com/v1/audio-analysis/5qn6YDWxmMbW31AOzts8aF,70000,4
3unti8bdiV2N4wzFTtR4EF,"Santhosh Narayanan, Ananthu, Pradeep Kumar, Shweta Mohan",275042,Maya Nadhi,47,Santhosh Narayanan,2016-06-11,Kabali (Original Motion Picture Soundtrack),0.682,0.305,3,-10.925,0,0.0415,0.715,0.00363,0.0907,0.404,135.861,audio_features,spotify:track:3unti8bdiV2N4wzFTtR4EF,https://api.spotify.com/v1/tracks/3unti8bdiV2N4wzFTtR4EF,https://api.spotify.com/v1/audio-analysis/3unti8bdiV2N4wzFTtR4EF,275043,4
0WeFzwioIxjMKujZpLG9Lk,"Santhosh Narayanan, Pradeep Kumar",292186,Vaanam Paarthen,39,Santhosh Narayanan,2016-06-11,Kabali (Original Motion Picture Soundtrack),0.483,0.338,0,-12.643,0,0.033,0.845,0.122,0.174,0.232,117.813,audio_features,spotify:track:0WeFzwioIxjMKujZpLG9Lk,https://api.spotify.com/v1/tracks/0WeFzwioIxjMKujZpLG9Lk,https://api.spotify.com/v1/audio-analysis/0WeFzwioIxjMKujZpLG9Lk,292186,4
0mlSRg5KI9Iz4APNXtmOKr,Yuvan Shankar Raja,289097,Vayathil,23,Various Artists,2003-04-16,Kadhal Kondaen,0.805,0.673,7,-12.627,1,0.0618,0.045,0.148,0.128,0.855,133.914,audio_features,spotify:track:0mlSRg5KI9Iz4APNXtmOKr,https://api.spotify.com/v1/tracks/0mlSRg5KI9Iz4APNXtmOKr,https://api.spotify.com/v1/audio-analysis/0mlSRg5KI9Iz4APNXtmOKr,289097,4
7F6S2iyZaDS7AThJaHftJI,Harish Raghavendra,310612,Devathaiya Kandein,45,Various Artists,2003-04-16,Kadhal Kondaen,0.879,0.434,7,-10.778,0,0.0385,0.113,2.46e-05,0.105,0.794,110.018,audio_features,spotify:track:7F6S2iyZaDS7AThJaHftJI,https://api.spotify.com/v1/tracks/7F6S2iyZaDS7AThJaHftJI,https://api.spotify.com/v1/audio-analysis/7F6S2iyZaDS7AThJaHftJI,310613,4
4zFslHyvzkWccR8K0HvseM,Vijay Yesudas,366639,Kaadhal Mattum,42,Various Artists,2003-04-16,Kadhal Kondaen,0.754,0.488,11,-10.944,0,0.0769,0.0585,7.36e-06,0.361,0.877,74.996,audio_features,spotify:track:4zFslHyvzkWccR8K0HvseM,https://api.spotify.com/v1/tracks/4zFslHyvzkWccR8K0HvseM,https://api.spotify.com/v1/audio-analysis/4zFslHyvzkWccR8K0HvseM,366640,4
5wi9UlVWcfZA3h7tmmgZhm,Yuvan Shankar Raja,66922,Kadhal Kodaen,31,Various Artists,2003-04-16,Kadhal Kondaen,0.713,0.807,2,-10.676,1,0.0592,0.0335,0.889,0.0383,0.924,136.919,audio_features,spotify:track:5wi9UlVWcfZA3h7tmmgZhm,https://api.spotify.com/v1/tracks/5wi9UlVWcfZA3h7tmmgZhm,https://api.spotify.com/v1/audio-analysis/5wi9UlVWcfZA3h7tmmgZhm,66922,4
2P6cnymlCyV6CMk2DO84sa,"Unnikrishnan, Sujatha",385306,Nenjodu,41,Various Artists,2003-04-16,Kadhal Kondaen,0.42,0.429,6,-10.9,1,0.0419,0.535,3.36e-06,0.0633,0.3,113.277,audio_features,spotify:track:2P6cnymlCyV6CMk2DO84sa,https://api.spotify.com/v1/tracks/2P6cnymlCyV6CMk2DO84sa,https://api.spotify.com/v1/audio-analysis/2P6cnymlCyV6CMk2DO84sa,385306,4
75D1UiVMf8wOhNQCCaSU3c,Harish Raghavendra,315984,Thottu Thottu,43,Various Artists,2003-04-16,Kadhal Kondaen,0.789,0.727,1,-9.534,1,0.0709,0.646,0.000355,0.099,0.581,94.9,audio_features,spotify:track:75D1UiVMf8wOhNQCCaSU3c,https://api.spotify.com/v1/tracks/75D1UiVMf8wOhNQCCaSU3c,https://api.spotify.com/v1/audio-analysis/75D1UiVMf8wOhNQCCaSU3c,315985,4
5W5vPvu6DkmqdvJXfjvSvO,"Anirudh Ravichander, Shakthisree Gopalan",256734,Kadhal Kan Kattudhe,42,Anirudh Ravichander,2015-02-27,Kaaki Sattai (Original Motion Picture Soundtrack),0.417,0.545,2,-4.933,0,0.0345,0.561,0.0,0.134,0.498,139.686,audio_features,spotify:track:5W5vPvu6DkmqdvJXfjvSvO,https://api.spotify.com/v1/tracks/5W5vPvu6DkmqdvJXfjvSvO,https://api.spotify.com/v1/audio-analysis/5W5vPvu6DkmqdvJXfjvSvO,256735,3
7yAouv6yqznyohGmh9JjDi,"Yuvan Shankar Raja, Sadhana Sargam",329186,Eno Kangal,26,Yuvan Shankar Raja,2005-11-29,Kalvanin Kadhali,0.779,0.749,1,-8.671,0,0.0452,0.216,1.06e-05,0.065,0.798,109.995,audio_features,spotify:track:7yAouv6yqznyohGmh9JjDi,https://api.spotify.com/v1/tracks/7yAouv6yqznyohGmh9JjDi,https://api.spotify.com/v1/audio-analysis/7yAouv6yqznyohGmh9JjDi,329187,4
2sAEKhagVEWkzzdkMzDvLm,"Yuvan Shankar Raja, Madhumitha, Vijay Yesudas",304960,Tajmahal Oviyakkadhal,28,Yuvan Shankar Raja,2005-11-29,Kalvanin Kadhali,0.66,0.621,3,-9.603,0,0.0407,0.239,9.62e-06,0.0952,0.529,119.962,audio_features,spotify:track:2sAEKhagVEWkzzdkMzDvLm,https://api.spotify.com/v1/tracks/2sAEKhagVEWkzzdkMzDvLm,https://api.spotify.com/v1/audio-analysis/2sAEKhagVEWkzzdkMzDvLm,304960,4
3ZtNEP9ynpMKDkW5MSUcxX,"Yuvan Shankar Raja, Clinton Cerejo",264093,Ivan Kattil,8,Yuvan Shankar Raja,2005-11-29,Kalvanin Kadhali,0.791,0.841,1,-9.9,1,0.0902,0.0715,0.12,0.117,0.702,134.976,audio_features,spotify:track:3ZtNEP9ynpMKDkW5MSUcxX,https://api.spotify.com/v1/tracks/3ZtNEP9ynpMKDkW5MSUcxX,https://api.spotify.com/v1/audio-analysis/3ZtNEP9ynpMKDkW5MSUcxX,264093,4
4ZqS5wqsUvzyounui1C3u6,"Yuvan Shankar Raja, Sadhana Sargam, Shankar Mahadevan",304770,Merke Merke,37,Yuvan Shankar Raja,2005-08-16,Kanda Naal Mudhal,0.62,0.7,5,-6.793,0,0.046,0.41,1.93e-05,0.144,0.501,79.932,audio_features,spotify:track:4ZqS5wqsUvzyounui1C3u6,https://api.spotify.com/v1/tracks/4ZqS5wqsUvzyounui1C3u6,https://api.spotify.com/v1/audio-analysis/4ZqS5wqsUvzyounui1C3u6,304771,4
